id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
456;43 avenue de la gare, sarlat-la-canéda;43 avenue de la ga;1.219;44.878;43 avenue de la gare, sarlat-la-canéda;;;;;
457;33 rue de la borie, égletons;33 rue de la bo;2.047;45.401;33 rue de la borie, égletons;;;;;
458;5, grand rue, logelheim;5 grand r;7.408;48.021;5 grand-rue, sainte-croix-en-plaine;;;;;
459;3 rue du port, cherbourg-en-cotentin;3 rue du po;-1.622;49.64;3 rue du port (cherbourg-octeville), cherbourg-octeville;;;;;
460;117, rue monge, paris;117 rue mo;2.351;48.839;117 rue monge, paris;117 rue mouffetard, paris;;;;
461;15 avenue de saria, serris;15 avenue de sa;2.791;48.842;15 avenue de saria, serris;15 avenue christian doppler, undefined;;;;
462;intermarché, grigny; inter;4.782;45.604;;;;;;
463;58 rue du maréchal foch, loos;58 rue du maréchal fo;3.018;50.615;58 rue du maréchal foch, loos;;;;;
464;8 rue amédée bolle, sainte-croix-en-plaine;8 rue amédée bo;7.377;48.017;8 rue amédée bolle, sainte-croix-en-plaine;8 rue amedee bollee, sainte-croix-en-plaine;;;;
465;43, rue du général de gaulle, niederbronn-les-bains;43 rue du général de gau;7.646;48.95;43 rue du général de gaulle, niederbronn-les-bains;;;;;
466;7, place surian, vence;7 place sur;7.114;43.722;7 place surian, vence;7 place antony mars, vence;7 place clemenceau, vence;7 place godeau, vence;7 place de la rouette, vence;
467;27, rue thiers, givet;27 rue thi;4.826;50.138;27 rue thiers, givet;;;;;
468;9, place des martyrs de la résistance, lesparre-médoc;9 place des martyrs de la résis;-0.945;45.304;9 place martyrs de la résistance, undefined;9 place gambetta, lesparre-médoc;;;;
469;4 rue violet, paris;4 rue vio;2.295;48.85;4 rue violet, paris;;;;;
470;7, rue brochant, paris;7 rue broc;2.317;48.888;7 rue brochant, paris;;;;;
471;le moulin, conques;le mou;2.441;44.581;;;;;;
472;251 rue gallieni, boulogne-billancourt;251 rue gall;2.227;48.835;251 rue gallieni, boulogne-billancourt;;;;;
473;46 passage clemenceau, vichy;46 passage cleme;3.423;46.125;46 passage clemenceau, vichy;;;;;
474;7 rue de la duchesse d'uzès, boursault;7 rue de la duchesse d'u;3.847;49.06;7 rue de la duchesse d'uzès, undefined;;;;;
475;12 quai des célestins, paris;12 quai des céle;2.361;48.852;12 quai des célestins, paris;;;;;
476;2 rue jean corringer, vigneux-sur-seine, france, vigneux-sur-seine;2 rue jean corringer vigneux-sur-seine, fra;2.423;48.706;;;;;;
477;12 rue dante, nice;12 rue da;7.254;43.696;12 rue dante, nice;;;;;
478;1 rue du faubourg saint-antoine, paris;1 rue du faubourg saint-;2.371;48.853;1 rue du faubourg saint-antoine, paris;;;;;
479;route de manosque, la bastide-des-jourdans;route de mano;5.64;43.786;8 route de manosque, undefined;;;;;
480;46, rue de la balance, avignon;46 rue de la bal;4.806;43.952;46 rue de la balance, avignon;;;;;
481;27 grand rue, lodève;27 grand r;3.32;43.731;27 grand-rue, lodève;;;;;
482;275, route de saint antoine ginestière, nice;275 route de saint antoine gines;7.217;43.707;;;;;;
483;10-12, boulevard maréchal foch, beaune;10-12 boulevard maréchal fo;4.836;47.027;;;;;;
484;place maurice faure, romans-sur-isère;place maurice fa;5.049;45.043;14 place maurice faure, romans-sur-isère;16 place maurice faure, romans-sur-isère;18 place maurice faure, romans-sur-isère;12 place maurice faure, romans-sur-isère;13 place maurice faure, romans-sur-isère;
485;18, place du château, jonzac;18 place du châ;-0.432;45.446;18 place fillaudeau, jonzac;18 place du château, jonzac;18 place de l'église, jonzac;;;
486;27 boulevard de la république, chalon-sur-saône;27 boulevard de la répub;4.849;46.783;27 boulevard de la république, chalon-sur-saône;;;;;
487;55 boulevard de vaugirard, paris;55 boulevard de vaug;2.317;48.841;55 boulevard de vaugirard, paris;55 boulevard pasteur, paris;;;;
488;28 rue du cardinal lemoine, paris;28 rue du cardinal lem;2.353;48.848;28 rue du cardinal lemoine, paris;28b rue du cardinal lemoine, paris;;;;
489;8 rue botanique, angers;8 rue bota;-0.547;47.474;8 rue botanique, angers;;;;;
490;13 rue lagrange, paris;13 rue lagr;2.348;48.851;13 rue lagrange, paris;;;;;
491;route nationale 96 quartier des vieilles tuileries, peyrolles-en-provence;route nationale 96 quartier des vieilles tuil;5.599;43.648;;;;;;
492;20 rue jules horowitz, saint paul lès durance;20 rue jules horo;5.734;43.694;20 rue jules horowitz, undefined;;;;;
493;5, rue des vieux moulins, meaux;5 rue des vieux mou;2.877;48.96;5 rue des vieux moulins, meaux;;;;;
494;11 paris, seillons-source-d&#39;argens;11 pa;5.898;43.495;;;;;
495;5 rue marchand, corbeil-essonnes;5 rue marc;2.467;48.604;5 rue marchand, corbeil-essonnes;;;;;
496;29 rue sambre-et-meuse, paris;29 rue sambre-;2.373;48.875;29 rue de sambre-et-meuse, paris;;;;;
497;boulevard louison bobet, quiberon;boulevard louison bo;-3.104;47.481;;;;;;
498;la cerce, sauvigny-le-bois;la ce;3.967;47.497;2 hameau de la cerce, undefined;6 hameau de la cerce, undefined;1 hameau de la cerce, undefined;;;
