id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
224;11, passage central, mulhouse, france;central;7.341;47.748;passage central, mulhouse, france;achat or & argent mulhouse achat bijoux - centrale de l'or, rue de la sinne, mulhouse, france;central, hong kong;central park, new york, état de new york, états-unis;pharmacie centrale lego, avenue de colmar, mulhouse, france;
225;115 avenue de la division leclerc, enghien-les-bains, france;leclerc;2.31;48.973;leclerc automobiles, avenue de la division leclerc, deuil-la-barre, france;e.leclerc gennevilliers, avenue du général de gaulle, gennevilliers, france;e.leclerc epinay, route de saint-leu, épinay-sur-seine, france;e.leclerc station service, route de saint-leu, épinay-sur-seine, france;station-service e.leclerc, route de saint-leu, épinay-sur-seine, france;
226;9 chemin canto cigalo, saint-rémy-de-provence, france;cigalo;4.841;43.785;canto cigalo, chemin canto cigalo, saint-rémy-de-provence, france;cigalon, allauch, france;cigalon, rd 113, lançon-provence, france;le cigalou, rue du cirque romain, nîmes, france;cigaloise de boissons la, route de ganges, saint-hippolyte-du-fort, france;
227;105 avenue des célestins, vichy, france;célestins;3.43;46.126;vichy célestins spa hôtel . vichy - france, boulevard des états unis, vichy, france;collège les célestins, rue gallieni, vichy, france;celestins immobilier, rue de paris, vichy, france;parking célestins, boulevard des états unis, vichy, france;avenue des célestins, vichy, france;
228;51 avenue du dr arnold netter, paris, france;netter;2.405;48.844;netter hôtel, avenue du docteur arnold netter, paris, france;avenue du docteur arnold netter, paris, france;le netter, cours de vincennes, paris, france;pharmacie netter haddad well&well, avenue de saint-mandé, paris, france;nettersheim, allemagne;
229;18, rue des combattants, la ciotat, france;combattants;5.608;43.174;rue des combattants, la ciotat, france;rue des combattants d'afrique du nord, fréjus, france;avenue des combattants en afrique du nord, marignane, france;rue des combattants d'extrême-orient, marignane, france;rue des combattants en afrique du nord, nice, france;
230;17, rue des petits-champs, paris, france;petits-champs;2.338;48.866;petits champs - danielle casanova, paris, france;rue des petits champs, paris, france;rue croix des petits champs, paris, france;tabac petits champs, rue des petits champs, paris, france;lycée des petits champs, rue du plateau, paris, france;
231;94 rue du général de gaulle, village-neuf, france;gaulle;7.571;47.605;charles de gaulle étoile, paris, france;aeropuerto de parís-charles de gaulle (cdg), roissy-en-france, france;cours général de gaulle, dijon, france;place charles de gaulle, paris, france;avenue charles de gaulle, roissy-en-france, france;
233;6, place sainte marie, rully, france;marie;4.74;46.875;marietta, géorgie, états-unis;boulangerie marie blachère, avenue edouard herriot, chalon-sur-saône, france;mariestad, suède;boulangerie de marie blachère, rue rené cassin, chalon-sur-saône, france;marienberg, allemagne;
234;3, rue du marais, villers-saint-paul, france;marais;-1.619;48.113;le marais, paris, france;hôtel maison flore, rue du grand port, arçais, france;marais salants de guérande, guérande, france;passage des marais, paris, france;marais de goulaine, haute-goulaine, france;
235;14 avenue claude vellefaux, paris, france;vellefaux;2.37;48.873;avenue claude vellefaux, paris, france;vellefaux, france;rue de vellefaux, vallerois-lorioz, france;voie de vellefaux, la demie, france;;
236;28 rue du château, le monêtier-les-bains, france;château;6.508;44.977;château-ville-vieille, france;châteauroux-les-alpes, france;châteaurenard, france;châteauneuf-du-pape, france;château de vizille, place du château, vizille, france;
238;3, boulevard de la madeleine, paris, france;madeleine;2.327;48.87;madeleine, paris, france;madeleine, paris, france;madeleine plaza, place de la madeleine, paris, france;café madeleine, rue tronchet, paris, france;galerie de la madeleine, paris, france;
239;5 rue gioffredo, nice, france;gioffredo;7.277;43.702;rue gioffredo, nice, france;agence gioffredo, rue gioffredo, nice, france;le gioffredo, rue gioffredo, nice, france;passage gioffredo, nice, france;agence immobilière gioffredo promenade, promenade des anglais, nice, france;
240;2 passage malaussena, nice, france;malaussena;7.263;43.708;malaussena nice, rue clément roassal, nice, france;malausséna, nice, france;galerie malausséna, avenue malaussena, nice, france;avenue malaussena, nice, france;malausséna monique, rue molière, nice, france;
241;3 place pierre renaudel quartier saint croix, bordeaux, france;croix;-0.562;44.831;croix blanche, bordeaux, france;croix des fontaines, bordeaux, france;délégation gironde croix-rouge française, cours d'alsace-et-lorraine, bordeaux, france;unité locale bordeaux croix-rouge française, rue ferrere, bordeaux, france;croix d'hins, marcheprime, france;
242;7, rue des paradoux, toulouse, france;paradoux;1.443;43.598;les paradoux, rue des paradoux, toulouse, france;rue des paradoux, toulouse, france;paradou, france;paradoux haircut salon, zeyd e sofla, mazandéran, iran;;
243;499 rue saint-bernard, menthon-saint-bernard, france;saint-bernard;6.197;45.859;pharmacie saint bernard, place de l église, menthon-saint-bernard, france;le saint-bernard, impasse des forges, menthon-saint-bernard, france;château de menthon-saint-bernard, allée du château, menthon-saint-bernard, france;rue saint-bernard, menthon-saint-bernard, france;saint-bernard, france;
244;1 place turenne, turckheim, france;turenne;7.278;48.087;hôtel turenne, route de bâle, colmar, france;place turenne, turckheim, france;cité turenne, turckheim, france;l'appartement turenne, colmar, france;parking turenne, rue turenne, colmar, france;
245;146, avenue de la division leclerc, montmorency, france;leclerc;2.31;48.973;leclerc automobiles, avenue de la division leclerc, deuil-la-barre, france;e.leclerc gennevilliers, avenue du général de gaulle, gennevilliers, france;e.leclerc epinay, route de saint-leu, épinay-sur-seine, france;e.leclerc station service, route de saint-leu, épinay-sur-seine, france;station-service e.leclerc, route de saint-leu, épinay-sur-seine, france;
246;7 rue mathieu, mâcon, france;mathieu;4.83;46.306;parking mathieu, rue mathieu, mâcon, france;mathieu denise, rue carnot, mâcon, france;rue mathieu, mâcon, france;couillet mathieu, place de la chapelle, la roche-vineuse, france;mathieu marie-odile, rue du putet, replonges, france;
247;41, quai pierre scize, lyon, france;scize;4.816;45.767;quai de pierre-scize, lyon, france;scizer, st.ulrich - gröden, bolzano, italie;scizers weblabs, old char chaman, dyal singh colony, karnal, haryana, inde;scizers technologies, old char chaman, dyal singh colony, karnal, haryana, inde;;
248;32 avenue des carrés, annecy-le-vieux, france;carrés;6.143;45.913;carres, annecy, france;avenue des carrés, france;le carré de l'habitat, avenue de genève, annecy, france;carré blanc, rue de la poste, annecy, france;les carres, thénésol, france;
249;10, rue marius jacotot, puteaux, france;jacotot;2.24;48.883;rue marius jacotot, puteaux, france;jacotot jerome, rue rené letilly, fismes, france;jacotot christine, rue de verdun, noyelles-godault, france;jacotot jerome, route de soulangy, jouancy, france;institut international joseph jacotot, rue sully, dijon, france;
250;46 rue des hauts pavés, nantes, france;pavés;-1.565;47.225;rue des hauts pavés, nantes, france;pavés de rue, avenue du val de l'eure, fontenay-sur-eure, france;pavés concept, boulevard louis-xiv, québec, qc, canada;pavescompte, avenue de la gare, mascouche, qc, canada;pavese ag präzisionsmechanik, zellgut, schenkon, suisse;
251;1 rue villedo, paris, france;villedo;2.337;48.866;rue villedo, paris, france;villedômer, france;villedoux, france;villedômain, france;galerie pellat de villedon, rue du bailliage, versailles, france;
252;z.a. du roubian, tarascon, france;roubian;4.685;43.79;bistrot du roubian, tarascon, france;roubian, cabrières-d'aigues, france;chemin de roubian, cabrières-d'aigues, france;roubianzi barbecue, mudan hutong, guilin road, district de chaoyang, changchun, jilin, chine;;
253;quartier la robéyère, embrun, france;robéyère;6.488;44.56;la robéyère, embrun, france;rue de la robèyere, embrun, france;;;;
254;58 rue franklin, lyon, france;franklin;4.832;45.751;franklin's steakhouse, rue franklin, lyon, france;appart' franklin, lyon, france;franklin, cours franklin roosevelt, lyon, france;rue franklin, lyon, france;pharmacie franklin, rue franklin, lyon, france;
255;9 avenue emile evellier, grézieu-la-varenne, france;evellier;4.693;45.748;avenue emile evellier, grézieu-la-varenne, france;eveiller recepciones, avenida presidente hipólito yrigoyen, burzaco, province de buenos aires, argentine;;;;
256;9 boulevard de port-royal, paris, france;port-royal;2.35;48.837;port-royal, paris, france;port royal, boulevard de port-royal, paris, france;port-royal-hôtel, boulevard de port-royal, paris, france;optique port royal, boulevard de port-royal, paris, france;boulevard de port-royal, paris, france;
257;15 rue corneille, toulon, france;corneille;5.934;43.124;rue corneille, toulon, france;corneille, arzens, france;impasse pierre corneille, la garde, france;rue corneille, la crau, france;impasse corneille, bandol, france;
258;131 boulevard victor hugo, saint-ouen, france;hugo;2.323;48.905;hugo et victor, boulevard raspail, paris, france;hugo 92, boulevard victor hugo, clichy, france;hugo desnoyer, rue boulard, paris, france;hugo, rue papillon, paris, france;hugo&co, rue monge, paris, france;
259;70 avenue du bourgailh, pessac, france, pessac, france;france;-0.663;44.809;france, undefined;cours anatole france, bordeaux, france;france, castelnau-de-lévis, france;gare de alouette france, rue martin luther king, pessac, france;france alouette, pessac, france;
260;4-6 place emile cresp, montrouge, france;cresp;2.319;48.819;crespières, france;place emile cresp, montrouge, france;crespin immobilier, rue nollet, paris, france;crespin, france;cresp, rue denis poisson, paris, france;
261;119 route de vienne, lyon, france;vienne;4.853;45.737;vienne, france;vienne optique, route de vienne, lyon, france;vienne, vienne, france;route de vienne, lyon, france;vienne immobilier, cours marc-antoine brillier, vienne, france;
262;49 rue de turenne, paris, france;turenne;2.364;48.858;turenne place sainte catherine, rue de turenne, paris, france;rue de turenne, paris, france;turenne le marais, rue de turenne, paris, france;turenne, paris, france;nicolas turenne, rue de turenne, paris, france;
263;192, avenue victor-hugo, paris, france;victor-hugo;2.274;48.865;victor hugo, paris, france;docteur déborah smadja - cabinet médical 113 victor hugo paris., avenue victor hugo, paris, france;villa victor hugo, paris, france;avenue victor hugo, paris, france;place victor hugo, paris, france;
264;paris, null paris;paris;2.307;48.866;paris, france;paris saint-lazare, rue d'amsterdam, paris, france;avenue des champs-élysées, paris, france;paris marriott opera ambassador hotel, boulevard haussmann, paris, france;pariscityvision, rue des pyramides, paris, france;
265;16 rue de la buffa, nice, france;buffa;7.262;43.697;buffalo grill nice, avenue des phocéens, nice, france;rue de la buffa, nice, france;buffa - 1 bdr apt, nice, france;buffalo, état de new york, états-unis;hôtel de la buffa, rue de la buffa, nice, france;
266;46, rue jules simon, lorient, france;simon;-3.367;47.758;simon jean-baptiste, rue du maréchal foch, lorient, france;vandenbrock simon, lorient, france;michel simond lorient, centre d'affaires la découverte, lorient, france;simonswald, allemagne;simon fabrice, rue de belgique, lorient, france;
267;45 avenue de la libération, le coteau, france;libération;4.084;46.03;liberation, nice, france;libération, orléans, france;pharmacie libération, cours de la libération et du général de gaulle, grenoble, france;avenue de la libération, le coteau, france;libération, bobigny, france;
268;2, rue françois mouthon, paris, france;mouthon;2.291;48.839;apartment mouthon a, paris, france;rue françois mouthon, paris, france;rue françois mouthon, chilly-mazarin, france;mouton, france;peugeot garage mouthon réparateur agréé, route des creuses, annecy, france;
269;200 route de blagnac, toulouse, france;blagnac;1.403;43.626;blagnac, france;communauté dominicaines, avenue du général compans, blagnac, france;blagnac optique, place jean louis puig, blagnac, france;blagnac danse, place jean louis puig, blagnac, france;blagnac presse, rue pasteur, blagnac, france;
270;5 route de la corniche, rolleboise, france;corniche;1.61;49.023;domaine de la corniche, route de la corniche, rolleboise, france;route de la corniche, rolleboise, france;la corniche, boulevard de courcelles, paris, france;corniche président john fitzgerald kennedy, marseille, france;corniche du bois barbet, canteleu, france;
271;4 rue de la gare, guebwiller, france;gare;7.216;47.907;gare de mulhouse, avenue du général leclerc, mulhouse, france;gare de colmar, place de la gare, colmar, france;gare de strasbourg, place de la gare, strasbourg, france;pharmacie de la gare, avenue raymond poincaré, colmar, france;rue de la gare, guebwiller, france;
272;26 place de l'horloge, avignon, france;l'horloge;4.806;43.95;place de l'horloge, avignon, france;hôtel de l'horloge, rue félicien david, avignon, france;l'horloge, boulevard des brotteaux, lyon, france;logis hôtel l'horloge gourmande, rue de l'enclos, donzère, france;l'horloge du cap est, boulevard fernand bonnefoy, marseille, france;
273;20 rue du doyen, boulogne-sur-mer, france;doyen;1.607;50.723;rue du doyen, boulogne-sur-mer, france;doyen brus, pessac, france;doyen frédéric, route de fort-mardyck, dunkerque, france;doyen auto s.a, rue charles richet, seneffe, belgique;doyenné de la morinie, rue henri dupuis, saint-omer, france;
274;97, rue des dames, paris, france;dames;2.317;48.884;rue des dames, paris, france;dames, rue des dames, paris, france;nicolas dames, rue des dames, paris, france;dames de granvelle, rue de rochechouart, paris, france;damesme, paris, france;
275;48 rue caulaincourt, paris, france;caulaincourt;2.335;48.889;caulaincourt square hostel, square caulaincourt, paris, france;rue caulaincourt, paris, france;nicolas caulaincourt, rue caulaincourt, paris, france;fromagerie caulaincourt, rue caulaincourt, paris, france;laverie caulaincourt, rue caulaincourt, paris, france;
276;8 rue gioffredo, nice, france;gioffredo;7.276;43.702;rue gioffredo, nice, france;agence gioffredo, rue gioffredo, nice, france;le gioffredo, rue gioffredo, nice, france;passage gioffredo, nice, france;agence immobilière gioffredo promenade, promenade des anglais, nice, france;
277;118 rue des moines, paris, france, paris, france;france;2.323;48.893;france, undefined;quai anatole france, paris, france;rue anatole france, levallois-perret, france;avenue anatole france, paris, france;avenue pierre mendès-france, paris, france;
278;rue des lices, angers, france;lices;-0.554;47.469;rue des lices, angers, france;lices georges pompidou, albi, france;les lices, rue de juillet, rennes, france;place des lices, rennes, france;lices jean moulin, albi, france;
279;3 boulevard victor, paris, france;victor;2.28;48.836;victor hugo, paris, france;victoria palace hôtel 5*, rue blaise-desgoffe, paris, france;victoria's secret, paray-vieille-poste, france;boulevard victor, france;maison de victor hugo, place des vosges, paris, france;
280;34, rue d'estienne d'orves, le pré-saint-gervais, france;d'orves;2.401;48.886;optique d'orves, rue blanche, paris, france;;;;;
281;159 rue de crimée, paris, france;crimée;2.379;48.889;crimée, paris, france;crimée - archereau, paris, france;rue de crimée, paris, france;hôtel crimée, rue de crimée, paris, france;passage de crimée, paris, france;
282;66 avenue du général leclerc, villemur-sur-tarn, france;leclerc;1.497;43.852;avenue du gén leclerc, villemur-sur-tarn, france;e.leclerc villemur, rue pierre marchet, villemur-sur-tarn, france;e.leclerc drive villemur sur tarn, rue pierre marchet, villemur-sur-tarn, france;e.leclerc station service, rue pierre marchet, villemur-sur-tarn, france;e.leclerc location de véhicules, rue pierre marchet, villemur-sur-tarn, france;
283;6 place de la libération, génicourt, france;libération;2.068;49.089;libération, bobigny, france;place de la libération, génicourt, france;libération, orléans, france;libération, nanterre, france;libération, le mans, france;
284;6, place garibaldi, nice, france;garibaldi;7.28;43.701;garibaldi, nice, france;garibaldi / promenade des arts, nice, france;riviera garibaldi, boulevard risso, nice, france;my casa cassini - garibaldi - port, rue cassini, nice, france;villa garibaldi, nice, france;
285;10 cours julien, marseille, france;julien;5.382;43.296;cours julien, marseille, france;julien pianos musique, cours julien, marseille, france;le julien, rue paradis, marseille, france;julien cordier / auteur-illustrateur, rue des trois rois, marseille, france;julien legodec, rue montgrand, marseille, france;
286;58, avenue des gobelins, paris, france;gobelins;2.354;48.834;gobelins - école de l'image, boulevard saint-marcel, paris, france;avenue des gobelins, paris, france;rue des gobelins, paris, france;gobelins, paris, france;sushi gobelins, boulevard saint-marcel, paris, france;
287;101 rue de colombes, courbevoie, france;colombes;2.255;48.904;colombes, france;pizza hut colombes, avenue henri barbusse, colombes, france;colombes expertise comptable, avenue henri barbusse, colombes, france;pizzeria colombes, rue casimir vincent, colombes, france;colombes, rue saint-denis, colombes, france;
288;25 rue bergère, paris, france;bergère;2.345;48.872;la bergère, rue ambroise thomas, paris, france;bergère de france, rue lamarck, paris, france;résidence bergère, rue bergère, paris, france;rue bergère, paris, france;cité bergère, paris, france;
289;22 place du forum, reims, france;forum;4.035;49.257;forum décor, rue trudaine, reims, france;appartement forum reims, rue courmeaux, reims, france;appartement forum reims, rue de talleyrand, reims, france;cic reims forum, place du forum, reims, france;place du forum, reims, france;
290;215 avenue de la californie, nice, france;californie;7.23;43.68;avenue de la californie, nice, france;californie, nice, france;californie promenade, nice, france;californie beach, avenue de la californie, nice, france;parc de la californie, nice, france;
291;4 rue des vanniers, douzy, france;vanniers;5.043;49.67;rue des vanniers, douzy, france;rue des vanniers, givry, france;rue des vanniers, sainte-marie, france;rue des vanniers, le thour, france;allée des vanniers, jâlons, france;
292;14 rue d'alexandrie, paris, france;d'alexandrie;2.35;48.868;rue d'alexandrie, paris, france;stade d'alexandrie, grinfel, bab sharqi wa wabour al meyah, qesm bab sharqi, égypte;rue d' alexandrie, angoulême, france;université d'alexandrie, al azaritah wa ash shatebi, qesm bab sharqi, égypte;conservatoire de musique d'alexandrie, passage 88, bab sharqi wa wabour al meyah, qesm bab sharqi, égypte;
293;32 cours de la république, blaye, france;république;-0.661;45.13;république dominicaine, undefined;république démocratique du congo, undefined;république tchèque, undefined;république, saint-médard-en-jalles, france;parking république, place de la république, bordeaux, france;
294;9 place du général leclerc, fontenay-sous-bois, france;leclerc;2.472;48.847;place du général leclerc, fontenay-sous-bois, france;e.leclerc champigny, rue alexandre fourny, champigny-sur-marne, france;e.leclerc rosny sous bois, rue du général gallieni, rosny-sous-bois, france;e.leclerc pantin, pantin, france;voyages leclerc, rue alexandre fourny, champigny-sur-marne, france;
295;place paul isnard, vallauris, france;isnard;7.053;43.58;isnard transalcool, avenue louison bobet, grasse, france;isnard, avenue franklin roosevelt, le cannet, france;isnard grasse, rue marcel journet, grasse, france;bastide isnard grasse, chemin de saint-christophe, grasse, france;isnardy isabelle, avenue des anglais, cannes, france;
296;5, avenue de saint-germain, maisons-laffitte, france;saint-germain;2.143;48.945;saint-germain-en-laye, france;quartier saint-germain-des-prés, paris, france;saint-germain-en-laye rer, saint-germain-en-laye, france;controle technique saint germain en laye, rue léon désoyer, saint-germain-en-laye, france;linge de maison saint-germain-en-laye, rue au pain, saint-germain-en-laye, france;
297;129, rue lauriston, paris, france;lauriston;2.285;48.865;lauriston, paris, france;pressing poincare, rue lauriston, paris, france;rue lauriston, paris, france;maison lauriston, rue lauriston, paris, france;lauriston paris, paris, france, france;
298;1, rue du petit pont, paris, france;pont;2.347;48.853;pont des arts, paris, france;pont neuf, paris, france;pont des arts, pont des arts, paris, france;pont marie, paris, france;pont saint-michel, paris, france;
299;28, quai saint-jean, blois, france;saint-jean;1.341;47.589;saint-jean-de-braye, france;saint-jean-de-la-ruelle, france;saint-jean-le-blanc, france;ruelle court gain saint-jean, blois, france;parking saint-jean, blois, france;
300;5, rue michelet, dijon, france;michelet;5.036;47.321;rue michelet, dijon, france;michelet jean-pierre, avenue du stand, dijon, france;michelet-sciences, nantes, france;michelet, paris, france;michelet - parc des expositions, le blanc-mesnil, france;
301;3 rue montalembert, paris, france;montalembert;2.328;48.857;hôtel montalembert, rue montalembert, paris, france;rue montalembert, paris, france;montalembert eurl, rue montalembert, paris, france;montalembert, rue montalembert, paris, france;institut montalembert, boulevard gambetta, nogent-sur-marne, france;
302;6 rue du port, giffaumont-champaubert, france;port;4.759;48.552;portugal, undefined;porto, portugal;portsmouth, royaume-uni;rue du port, giffaumont-champaubert, france;port de plaisance de giffaumont-champaubert, giffaumont-champaubert, france;
303;261, avenue gambetta, paris, france;gambetta;2.407;48.877;hôtel lilas gambetta, avenue gambetta, paris, france;amazing studio near place gambetta, rue saint-fargeau, paris, france;parking gambetta | paris france parking, avenue gambetta, paris, france;laverie gambetta, avenue gambetta, paris, france;crèche collective municipale - gambetta, avenue gambetta, paris, france;
304;25, montée cardinal decourtray, lyon, france;decourtray;4.822;45.762;decourtray jean-michel, place du champ de mars, beaulieu-sur-dordogne, france;decourtray erik, rue des vosges, rueil-malmaison, france;decourtray, impasse de vieille chapelle, marcq-en-barœul, france;decourtray ingrid, rue fond de vau, profondeville, belgique;decourtray jean-louis, rue georges clemenceau, ferrière-la-grande, france;
305;83, rue laugier, paris, france;laugier;2.291;48.885;laugier supernail, rue galvani, paris, france;rue laugier, paris, france;villa laugier, paris, france;cabinet laugier, rue jouffroy d'abbans, paris, france;laugier thierry, rue de saint-pétersbourg, paris, france;
306;maison neuve vouzan, 16410 vouzan, france;vouzan;0.344;45.582;vouzan, france;vouzan, le bourg, vouzan, france;route de vouzan, sers, france;saint-léger-sur-vouzance, france;la vouzance, loddes, france;
307;5 rue de la paix, paris, france;paix;2.331;48.869;rue de la paix, paris, france;café de la paix, place de l'opéra, paris, france;hôtel paix république paris, paris, france;paix - verdun, courbevoie, france;hôtel de la paix, rue du gros caillou, paris, france;
308;97, rue de charonne, paris, france;charonne;2.383;48.854;charonne, paris, france;charonne - voltaire, paris, france;charonne bazar, rue de charonne, paris, france;charonne (11e) - r jean macé e.u, rue jean-macé, paris, france;charonne (11e) - r jean macé, rue jean-macé, paris, france;
309;23, rue d'aguesseau, boulogne-billancourt, france;d'aguesseau;2.236;48.844;rue d'aguesseau, boulogne-billancourt, france;ecole d'aguesseau, rue d'aguesseau, boulogne-billancourt, france;galerie d’aguesseau, rue d'aguesseau, boulogne-billancourt, france;d'aguesseau, paris, france;rue d'aguesseau, paris, france;
310;1 bis, rue des colonels renard, paris, france;renard;2.291;48.878;renard thierry, avenue georges mandel, paris, france;renard sophie, boulevard de courcelles, paris, france;le renard bar, rue de sambre-et-meuse, paris, france;collège les renardières, avenue d'alsace, courbevoie, france;parking sags courbevoie, rue de bezons, courbevoie, france;
311;355 rue du centre aéré, saint-paul-lès-dax, france;aéré;-1.063;43.729;rue du centre aéré, saint-paul-lès-dax, france;aerel appart'hotel, rue dieudonné costes, blagnac, france;aereopuerto saint exupery (lys), colombier-saugnieu, france;"aereoporto ""v.catullo"", vérone, italie";carrozzeria aereoporto, via del cerchio, san vitale grande, bologne, italie;
312;place granet, belgentier, france;granet;6;43.245;musée granet, place saint-jean de malte, aix-en-provence, france;granet cyril, avenue de portissol, sanary-sur-mer, france;granet roger, chemin de rabasson, la garde, france;les granettes, aix-en-provence, france;granet xxe, rue du maréchal joffre, aix-en-provence, france;
313;46 rue des vignoles, paris, france;vignoles;2.401;48.854;vignoles, paris, france;rue des vignoles, paris, france;impasse des vignoles, france;vignoles, france;vignoles michèle, rue pereire, saint-germain-en-laye, france;
314;119-121 avenue pierre brossolette, montrouge, france;brossolette;2.307;48.817;avenue pierre brossolette, malakoff, france;brossolette, rueil-malmaison, france;ecole elémentaire publique brossolette, rue jean longuet, châtenay-malabry, france;brossolette pizzeria, rue pierre brossolette, asnieres, france;collège pierre brossolette, rue jean longuet, châtenay-malabry, france;
315;59, rue servan, paris, france;servan;2.381;48.864;calamansi, rue saint-maur, paris, france;rue servan, paris, france;gaxotte servane, rue oberkampf, paris, france;chocolatier servant, rue d'auteuil, paris, france;servant chocolatier, rue de chartres, neuilly-sur-seine, france;
316;2 rue fénelon, tournus, france;fénelon;4.909;46.565;restaurant le fenelon, rue fénelon, tournus, france;rue fénelon, tournus, france;fénelon, cours raymond poincaré, clermont-ferrand, france;auto ecole fénelon, boulevard cote blatin, clermont-ferrand, france;ecole privee fenelon, avenue de grande bretagne, clermont-ferrand, france;
317;16 rue des archives, paris, france;archives;2.355;48.858;archives nationales - hôtel de rohan, rue vieille du temple, paris, france;archives mini market, rue des archives, paris, france;musée des archives nationales, rue des francs bourgeois, paris, france;archives, paris, france;jean-claude biguine, rue des archives, paris, france;
318;allée jacques duclos, boulazac, france;duclos;0.777;45.185;allée jacques duclos, boulazac, france;bigmat duclos bois et matériaux, coutras, france;duclos, qc, canada;bigmat duclos bois et matériaux, gémozac, france;dr duclos jean-yves - orl cenon, rue camille pelletan, cenon, france;
319;13, rue louison bobet, biarritz, france;bobet;-1.554;43.488;bobet, gradignan, france;bobet, villenave-d'ornon, france;allée louison bobet, villenave-d'ornon, france;bobet patrick, avenue de la libération charles de gaulle, le bouscat, france;bobetino brdo, bosnie-herzégovine;
320;33, avenue de la mouscane, montech, france;mouscane;1.241;43.963;rue de la mouscane, montech, france;avenue de la mouscane, montech, france;;;;
321;66 rue grande, moret-sur-loing, france;grande;2.818;48.373;grande rue, sèvres, france;grande rue charles de gaulle, nogent-sur-marne, france;grande galerie de l'évolution, rue geoffroy-saint-hilaire, paris, france;grande rue, vernou-la-celle-sur-seine, france;grande rue, villemomble, france;
322;15 rue letort, paris, france;letort;2.343;48.894;rue letort, france;nicolas letort, place charles bernard, paris, france;pharmacie letort, rue letort, paris, france;boulangerie letort, rue letort, paris, france;boucherie letort, rue letort, paris, france;
323;4 rue saint-laurent, paris, france;saint-laurent;2.359;48.876;saint laurent avenue montaigne, avenue montaigne, paris, france;saint laurent, rue du faubourg saint-honoré, paris, france;le saint laurent, rue des saussaies, paris, france;saint laurent paris, avenue george v, paris, france;saint laurent, rue de rivoli, paris, france;
324;34, place aux huiles, marseille, france;huiles;5.372;43.292;place aux huiles, marseille, france;place aux huiles - mairie, marseille, france;provence huiles, avenue de rome, vitrolles, france;huiles-authentic.fr, avenue des îles d'or, marseille, france;huiles et nature, place charles de gaulle, le beausset, france;
325;13 rue de la fontaine de chalet, massiac, france;chalet;3.201;45.274;chalet, massiac, france;châlette-sur-loing, france;chalet de l'aigle, pourcharesses, france;chalet reynard, bédoin, france;chalet-à-gobet, lausanne, suisse;
326;domaine de massane, baillargues, france;massane;4.005;43.649;parc d'activités de massane, baillargues, france;domaine de massane, baillargues, france;massane box, domaine de massane, baillargues, france;boulevard de massane, baillargues, france;massane, montpellier, france;
327;26 rue pierre brossolette, asnières-sur-oise, france;brossolette;2.355;49.132;rue pierre brossolette, asnières-sur-oise, france;brossolette, rueil-malmaison, france;brossolette pizzeria, rue pierre brossolette, asnieres, france;gymnase brossolette, rue kruger, argenteuil, france;ecole brossolette, rue pierre brossolette, tremblay-en-france, france;
328;186 avenue charles de gaulle, neuilly-sur-seine, france;gaulle;2.258;48.886;avenue charles de gaulle, neuilly-sur-seine, france;charles de gaulle étoile, paris, france;place charles de gaulle, paris, france;de gaulle louis, rue boissy d'anglas, paris, france;avenue du général charles de gaulle, suresnes, france;
329;9 rue du grand pré, lourmarin, france;pré;5.364;43.765;pretoria, afrique du sud;presqu'île de giens, hyères, france;preston, royaume-uni;prés d'arènes, montpellier, france;premier oeil, rue henri sarret, lourmarin, france;
330;36 rue saint-georges, rennes, france;saint-georges;-1.676;48.112;saint georges café, rue saint-georges, rennes, france;rue saint-georges, rennes, france;la saint-georges, rue jules simon, rennes, france;la saint-georges, rue du chapitre, rennes, france;yves saint georges, rue jean jaurès, rennes, france;
331;37 boulevard du général leclerc, roubaix, france;leclerc;3.177;50.69;e.leclerc wattrelos, espace carnot, rue carnot, wattrelos, france;e.leclerc drive, espace carnot, rue carnot, wattrelos, france;voyages e.leclerc, wattrelos, france;e.leclerc lille, rue de lannoy, lille, france;espace location e.leclerc, rue du docteur victor leplat, wattrelos, france;
332;115 rue jules ferry, saint-brieuc, france;ferry;-2.77;48.5;ferry terminal, saint-malo, france;le ferry, boulevard du roi d'ys, plérin, france;ferryside, royaume-uni;terminal ferry, calais, france;ferryland, nl, canada;
333;1 rue du pontin, nice, france;pontin;7.275;43.697;rue du pontin, nice, france;boulangerie patisserie pontin, avenue georges clemenceau, nice, france;pontinvrea, savone, italie;pontinia, latina, italie;pontin, creys-mépieu, france;
334;33, rue de la chapelle saint martin, haute-goulaine, france;martin;-1.43;47.191;martinique, undefined;martin's fish and chips, rue maréchal joffre, nantes, france;martina franca, tarente, italie;martinsburg, virginie-occidentale, états-unis;martínez, province de buenos aires, argentine;
335;22, avenue puvis de chavannes, courbevoie, france;chavannes;2.234;48.899;avenue puvis de chavannes, courbevoie, france;rue puvis de chavannes, france;chavannes-près-renens, suisse;chavannes-de-bogis, suisse;chavannes, lèves, france;
336;2, rue des trois bornes, paris, france;bornes;2.372;48.866;cité des trois bornes, paris, france;borne appel taxi, boulevard saint-germain, paris, france;bornes frères sarl, rue condorcet, taverny, france;bornes recyclage, avenue des entrepreneurs, villiers-le-bel, france;bornes solutions, le plessis-robinson, france;
